vote,response,sample,time,user,subject,sample_type,gold_standard
-LZ_gvPsN3CoEFD28pL1,0,subject_000316_t1_in_task-SST02,2920,user_0016,subject_000316,t1_in_task-SST02,False
-LZ_gw_e4jS2v4Mx_n5b,1,gold_subject_000503_tfMRI_MID2_in_t1_copy3,4675,user_0016,subject_000503,tfMRI_MID2_in_t1,True
-LZ_gxJwdBIUoU9RRuFk,0,gold_subject_000876_t1_in_tfMRI_SST1_copy1,2901,user_0016,subject_000876,t1_in_tfMRI_SST1,True
-LZ_gyHNMWwcwQ7xcvnQ,1,gold_subject_000342_t1_in_tfMRI_SST1_copy2,3816,user_0016,subject_000342,t1_in_tfMRI_SST1,True
-LZ_gzN15YYutWPeQ_-2,0,subject_001047_t1_in_task-SST02,4342,user_0016,subject_001047,t1_in_task-SST02,False
-LZ_h-_kLf_UOeYnSRbc,0,subject_000594_task-rest01_in_t1,4846,user_0016,subject_000594,task-rest01_in_t1,False
-LZ_h0M5DWPVQERJjbwa,0,subject_000094_t1_in_task-rest03,3047,user_0016,subject_000094,t1_in_task-rest03,False
-LZ_h15jQlPJmdkjvX3F,0,gold_subject_000403_t1_in_tfMRI_MID2_copy1,2940,user_0016,subject_000403,t1_in_tfMRI_MID2,True
-LZ_h1yOIXOi9HqiyXpu,1,gold_subject_000859_tfMRI_nBack2_in_t1_copy4,3451,user_0016,subject_000859,tfMRI_nBack2_in_t1,True
-LZ_h3iQBK8BLj2ni3ik,1,subject_000291_task-MID01_in_t1,7057,user_0016,subject_000291,task-MID01_in_t1,False
-LZ_h4p_V9xmXxO5Mj3S,1,subject_002522_task-rest02_in_t1,4443,user_0016,subject_002522,task-rest02_in_t1,False
-LZ_h5bqlHqFR7wPxw9B,1,subject_001570_task-nback02_in_t1,3108,user_0016,subject_001570,task-nback02_in_t1,False
-LZ_h6W_pKLB08YbKIxk,0,subject_003334_task-SST02_in_t1,3583,user_0016,subject_003334,task-SST02_in_t1,False
-LZ_h7N6f5oMI3zHb9IS,0,subject_001830_t1_in_task-rest03,3370,user_0016,subject_001830,t1_in_task-rest03,False
-LZ_h8Ij1Sv0WmeaAwhG,1,subject_002094_t1_in_task-rest02,3702,user_0016,subject_002094,t1_in_task-rest02,False
-LZ_h9GGFrDZm6JPzE6x,0,subject_003287_t1_in_task-MID02,3810,user_0016,subject_003287,t1_in_task-MID02,False
-LZ_hAA1Xd-TKo_NUxmT,0,subject_002166_t1_in_task-nback01,3566,user_0016,subject_002166,t1_in_task-nback01,False
-LZ_hBBpcTeSb8CRfIhT,0,subject_003489_t1_in_task-nback02,4086,user_0016,subject_003489,t1_in_task-nback02,False
-LZ_hCA-wkb7Ah1w8lOh,0,subject_000228_t1_in_task-rest02,3866,user_0016,subject_000228,t1_in_task-rest02,False
-LZ_hDDgWyvSZ3LhYBUn,0,gold_subject_000707_rfMRI_REST5_in_t1_copy4,4222,user_0016,subject_000707,rfMRI_REST5_in_t1,True
-LZ_hE5b_xFqbm3ZBjJk,0,gold_subject_000489_t1_in_rfMRI_REST3_copy3,3472,user_0016,subject_000489,t1_in_rfMRI_REST3,True
-LZ_hEtv-HTtr3syRdcF,0,subject_003265_t1_in_task-rest02,3151,user_0016,subject_003265,t1_in_task-rest02,False
-LZ_hFjIyYYUPhd8XeZs,1,subject_000191_t1_in_task-rest02,3301,user_0016,subject_000191,t1_in_task-rest02,False
-LZ_hHAdKEIMw5jWP_5a,0,subject_002043_task-rest03_in_t1,5800,user_0016,subject_002043,task-rest03_in_t1,False
-LZ_hI4PXcVSly-Osbic,1,subject_000027_task-rest01_in_t1,3589,user_0016,subject_000027,task-rest01_in_t1,False
-LZ_hJDNQvTtDDsVkUtg,0,subject_002283_t1_in_task-nback02,4529,user_0016,subject_002283,t1_in_task-nback02,False
-LZ_hK1a5BZf0ETt78so,0,subject_003334_t1_in_task-nback01,3206,user_0016,subject_003334,t1_in_task-nback01,False
-LZ_hKu6FIrS6yaJzMpI,1,subject_002266_task-rest04_in_t1,3430,user_0016,subject_002266,task-rest04_in_t1,False
-LZ_hLd3UtePdfk5eTxQ,0,subject_000878_t1_in_task-rest04,2898,user_0016,subject_000878,t1_in_task-rest04,False
-LZ_hMQeoQ464nSflp3g,0,subject_002692_t1_in_task-MID01,3130,user_0016,subject_002692,t1_in_task-MID01,False
-LZ_hNjLyo9vCw8-z9iU,1,subject_002473_task-rest04_in_t1,5235,user_0016,subject_002473,task-rest04_in_t1,False
-LZ_hOWaoD3_pb7dBZkT,0,subject_002940_t1_in_task-MID02,3098,user_0016,subject_002940,t1_in_task-MID02,False
-LZ_hPOzdfRcwghPONnu,0,subject_001314_t1_in_task-nback02,3502,user_0016,subject_001314,t1_in_task-nback02,False
-LZ_hQGfNATMLP8I9tF-,1,subject_000005_task-SST01_in_t1,3454,user_0016,subject_000005,task-SST01_in_t1,False
-LZ_hR3Ylw7eyVJ7TPqq,0,gold_subject_000099_t1_in_tfMRI_MID1_copy2,3144,user_0016,subject_000099,t1_in_tfMRI_MID1,True
-LZ_hRwAxOlubgDQj9Uz,1,subject_003065_task-rest02_in_t1,3449,user_0016,subject_003065,task-rest02_in_t1,False
-LZ_hSnx4jAyHn17sR0G,1,subject_001870_task-rest02_in_t1,3462,user_0016,subject_001870,task-rest02_in_t1,False
-LZ_hTcK67ZNxdGc4bC1,1,subject_000375_task-rest01_in_t1,3242,user_0016,subject_000375,task-rest01_in_t1,False
-LZ_hUQlDnbKXQoInZXG,0,subject_003853_t1_in_task-rest03,3184,user_0016,subject_003853,t1_in_task-rest03,False
-LZ_hVQJXCGK1AV5Telq,0,gold_subject_000214_t1_in_rfMRI_REST4_copy2,3956,user_0016,subject_000214,t1_in_rfMRI_REST4,True
-LZ_hWPNgz7VHku2rEEB,0,subject_001296_t1_in_task-MID02,3922,user_0016,subject_001296,t1_in_task-MID02,False
-LZ_hXSrEEVRka4i1jel,1,gold_subject_000457_tfMRI_SST2_in_t1_copy1,4200,user_0016,subject_000457,tfMRI_SST2_in_t1,True
-LZ_h_qGdP2XEnh_B1D3,1,gold_subject_001406_rfMRI_REST3_in_t1_copy1,13738,user_0016,subject_001406,rfMRI_REST3_in_t1,True
-LZ_harex7cMmI_U9z02,0,gold_subject_000777_t1_in_tfMRI_MID1_copy3,4074,user_0016,subject_000777,t1_in_tfMRI_MID1,True
-LZ_hc-BR-66HMG0N0wL,1,subject_003266_task-rest03_in_t1,4534,user_0016,subject_003266,task-rest03_in_t1,False
-LZ_hcsG5J5-HQMbU_lD,0,subject_001267_t1_in_task-SST01,3481,user_0016,subject_001267,t1_in_task-SST01,False
-LZ_hdf0suTOswyJNUh2,1,subject_003685_t1_in_task-rest01,3125,user_0016,subject_003685,t1_in_task-rest01,False
-LZ_hf-SumXs8SZd9ZZR,1,subject_000507_task-rest02_in_t1,5359,user_0016,subject_000507,task-rest02_in_t1,False
-LZ_hg4F6e6OTW9WDK6-,1,subject_000033_task-MID02_in_t1,4292,user_0016,subject_000033,task-MID02_in_t1,False
-LZ_hh3YU0dWPpIBEI5-,0,subject_000152_t1_in_task-rest04,3929,user_0016,subject_000152,t1_in_task-rest04,False
-LZ_hj0EQSnWBoSqS4qU,0,subject_002475_t1_in_task-rest04,7868,user_0016,subject_002475,t1_in_task-rest04,False
-LZ_hkQA5Z4b9E0Ou00R,1,subject_001311_task-rest01_in_t1,5638,user_0016,subject_001311,task-rest01_in_t1,False
-LZ_hlfktDrTDrY_JQKP,1,subject_001566_task-nback02_in_t1,5050,user_0016,subject_001566,task-nback02_in_t1,False
-LZ_hnboaeNfAEqtCd0Y,1,gold_subject_000709_tfMRI_SST2_in_t1_copy1,7830,user_0016,subject_000709,tfMRI_SST2_in_t1,True
-LZ_hr4mumc4oK8S1xqe,1,subject_003636_task-nback02_in_t1,14094,user_0016,subject_003636,task-nback02_in_t1,False
-LZ_hssXGc-O8IZA32As,1,subject_001977_task-SST02_in_t1,7237,user_0016,subject_001977,task-SST02_in_t1,False
-LZ_hto-uOyLWWBBwAZw,0,gold_subject_000024_t1_in_rfMRI_REST2_copy3,3693,user_0016,subject_000024,t1_in_rfMRI_REST2,True
-LZ_hujrDzECoIhbfC80,1,subject_000438_task-SST01_in_t1,3721,user_0016,subject_000438,task-SST01_in_t1,False
-LZ_hvj6_IQFGEubsIxn,1,gold_subject_001071_tfMRI_nBack1_in_t1_copy4,3911,user_0016,subject_001071,tfMRI_nBack1_in_t1,True
-LZ_hwd1MFgz2qwODI3S,0,gold_subject_000272_t1_in_tfMRI_nBack1_copy3,3583,user_0016,subject_000272,t1_in_tfMRI_nBack1,True
-LZ_hy7ovXshmtYmVjG7,1,subject_001100_task-rest02_in_t1,6014,user_0016,subject_001100,task-rest02_in_t1,False
-LZ_hzWPWrOXc4Gadco1,1,subject_002983_task-SST01_in_t1,5561,user_0016,subject_002983,task-SST01_in_t1,False
-LZ_i03ns9GNi0ilzjMx,1,subject_001654_task-rest03_in_t1,6252,user_0016,subject_001654,task-rest03_in_t1,False
-LZ_i19EP6fvqiXq0Mis,0,subject_000850_t1_in_task-rest02,4334,user_0016,subject_000850,t1_in_task-rest02,False
-LZ_i2cGS48nc1moOlTb,0,subject_001843_t1_in_task-rest01,5894,user_0016,subject_001843,t1_in_task-rest01,False
-LZ_i4I6l4D0UocbO4-f,1,subject_002039_task-nback02_in_t1,6711,user_0016,subject_002039,task-nback02_in_t1,False
-LZ_i69mi3RafxdQlwzM,1,subject_002068_task-SST02_in_t1,7550,user_0016,subject_002068,task-SST02_in_t1,False
-LZ_i77KoSJSp52II34U,1,subject_002573_t1_in_task-rest01,3826,user_0016,subject_002573,t1_in_task-rest01,False
-LZ_i7wFwiRi5jt-beDD,0,subject_000330_t1_in_task-MID02,3209,user_0016,subject_000330,t1_in_task-MID02,False
-LZ_i8t7Mfv1Ig9Y4UQU,0,subject_000944_t1_in_task-MID01,3778,user_0016,subject_000944,t1_in_task-MID01,False
-LZ_i9gBHzExVbyfrzve,1,subject_001534_t1_in_task-MID02,3154,user_0016,subject_001534,t1_in_task-MID02,False
-LZ_iAY6K1FjyLhtFH3i,1,subject_001317_task-SST01_in_t1,3404,user_0016,subject_001317,task-SST01_in_t1,False
-LZ_iC-deIBjt2ay31fH,0,gold_subject_000189_t1_in_rfMRI_REST4_copy4,5859,user_0016,subject_000189,t1_in_rfMRI_REST4,True
-LZ_iD5MOL8lhXoQWiPo,1,subject_002648_task-rest05_in_t1,4336,user_0016,subject_002648,task-rest05_in_t1,False
-LZ_iE2eos8l323SB6UE,0,gold_subject_001783_t1_in_rfMRI_REST3_copy2,3800,user_0016,subject_001783,t1_in_rfMRI_REST3,True
-LZ_iFdve-oxKzXWnBwI,0,subject_000697_t1_in_task-rest03,6434,user_0016,subject_000697,t1_in_task-rest03,False
-LZ_iGXugMSZhdHbfjxS,1,subject_003424_task-MID01_in_t1,3534,user_0016,subject_003424,task-MID01_in_t1,False
-LZ_iHMraLvx7Th3H90L,1,gold_subject_000453_t1_in_rfMRI_REST3_copy2,3257,user_0016,subject_000453,t1_in_rfMRI_REST3,True
-LZ_iIB_BsrP2XTN4Lzo,1,subject_002695_t1_in_task-rest02,3259,user_0016,subject_002695,t1_in_task-rest02,False
-LZ_iJ1GfW1lT88HuXbk,1,subject_003329_task-SST02_in_t1,3322,user_0016,subject_003329,task-SST02_in_t1,False
-LZ_iKsGevUOep05-jsA,0,gold_subject_001656_t1_in_tfMRI_MID2_copy1,7422,user_0016,subject_001656,t1_in_tfMRI_MID2,True
-LZ_iMUmKcDQ5GjBpu0w,1,gold_subject_000435_tfMRI_nBack1_in_t1_copy2,6510,user_0016,subject_000435,tfMRI_nBack1_in_t1,True
-LZ_iNmgUwNTgVIpGtPP,1,subject_000027_task-MID02_in_t1,5197,user_0016,subject_000027,task-MID02_in_t1,False
-LZ_iOrQWEofDBa8S-Qq,0,gold_subject_000003_t1_in_rfMRI_REST2_copy4,4290,user_0016,subject_000003,t1_in_rfMRI_REST2,True
-LZ_iQAqBgxOQMtmc7pP,1,subject_000222_t1_in_task-MID02,5294,user_0016,subject_000222,t1_in_task-MID02,False
-LZ_iS70xxP672RLphuG,1,gold_subject_001095_rfMRI_REST1_in_t1_copy2,7830,user_0016,subject_001095,rfMRI_REST1_in_t1,True
-LZ_iTSUTo69FRfqW4ae,1,gold_subject_000815_t1_in_tfMRI_nBack2_copy2,5359,user_0016,subject_000815,t1_in_tfMRI_nBack2,True
-LZ_iX0sLrGGBEGqWEc9,1,subject_002890_task-MID02_in_t1,14501,user_0016,subject_002890,task-MID02_in_t1,False
-LZ_lsI25Qgp31Gq4JwO,1,subject_003495_task-nback02_in_t1,4741,user_0011,subject_003495,task-nback02_in_t1,False
-LZ_ludLCkpaYKHhIpOA,1,subject_002292_t1_in_task-rest03,9491,user_0011,subject_002292,t1_in_task-rest03,False
-LZ_lvKWT_IibY6-_Jdj,1,gold_subject_000709_t1_in_tfMRI_SST2_copy4,2698,user_0011,subject_000709,t1_in_tfMRI_SST2,True
-LZ_oLQKYTdg2Po7ZV5S,0,gold_subject_000327_t1_in_rfMRI_REST2_copy4,3391,user_0016,subject_000327,t1_in_rfMRI_REST2,True
-LZ_oMNAZkn21FvVrloI,1,subject_000437_task-rest03_in_t1,3755,user_0016,subject_000437,task-rest03_in_t1,False
-LZ_oNTE-hLhVLNoI1EU,0,subject_000678_t1_in_task-MID01,4368,user_0016,subject_000678,t1_in_task-MID01,False
-LZ_oObE9af3IhRrrQ_T,1,subject_002902_task-rest01_in_t1,4546,user_0016,subject_002902,task-rest01_in_t1,False
-LZ_oQCFPkL8HSprJEMj,1,gold_subject_001679_rfMRI_REST4_in_t1_copy2,6402,user_0016,subject_001679,rfMRI_REST4_in_t1,True
-LZ_oS9VykaxEfqD04Gv,0,gold_subject_000099_t1_in_tfMRI_MID2_copy3,7855,user_0016,subject_000099,t1_in_tfMRI_MID2,True
-LZ_oTqb84MpvJfOV5m9,1,gold_subject_001323_t1_in_tfMRI_SST2_copy2,6800,user_0016,subject_001323,t1_in_tfMRI_SST2,True
-LZ_oUueB5QMFh9pjH2z,0,subject_000088_t1_in_task-rest03,4240,user_0016,subject_000088,t1_in_task-rest03,False
-LZ_oVxX3TaVHP7L7c6V,0,subject_002093_t1_in_task-MID02,4150,user_0016,subject_002093,t1_in_task-MID02,False
-LZ_oWt30jPYOYrTYLHi,0,gold_subject_001468_t1_in_rfMRI_REST3_copy1,3695,user_0016,subject_001468,t1_in_rfMRI_REST3,True
-LZ_oXwk3_ahMqVg02vV,1,subject_001441_task-rest01_in_t1,4218,user_0016,subject_001441,task-rest01_in_t1,False
-LZ_oYqjTtHvUQUO0FV4,0,subject_000880_t1_in_task-rest03,3594,user_0016,subject_000880,t1_in_task-rest03,False
-LZ_o_sHHt0EbQpS7C2y,0,gold_subject_000435_t1_in_tfMRI_nBack2_copy2,8173,user_0016,subject_000435,t1_in_tfMRI_nBack2,True
-LZ_ob53ke_KblmJOzFb,1,gold_subject_000703_tfMRI_SST1_in_t1_copy2,4864,user_0016,subject_000703,tfMRI_SST1_in_t1,True
-LZ_ocodPtaPSx5mCQPs,0,subject_001365_t1_in_task-nback02,6954,user_0016,subject_001365,t1_in_task-nback02,False
-LZ_odmgDIylfB42xL36,0,subject_000172_t1_in_task-nback01,3854,user_0016,subject_000172,t1_in_task-nback01,False
-LZ_oeeM-2iIi-CF6aP4,0,subject_003241_t1_in_task-rest01,3438,user_0016,subject_003241,t1_in_task-rest01,False
-LZ_ofpftEgw0DCzozkH,0,subject_001991_t1_in_task-nback02,4690,user_0016,subject_001991,t1_in_task-nback02,False
-LZ_ogqdfzDnp_V-_OPm,1,subject_003758_task-rest01_in_t1,4033,user_0016,subject_003758,task-rest01_in_t1,False
-LZ_oiMkfcJdV1atMGw4,1,subject_000536_task-rest04_in_t1,6084,user_0016,subject_000536,task-rest04_in_t1,False
-LZ_ojF6b9229gp9HhUe,0,gold_subject_000262_t1_in_tfMRI_SST1_copy1,3495,user_0016,subject_000262,t1_in_tfMRI_SST1,True
-LZ_ok79HwaGzBhGrVk1,0,subject_002609_t1_in_task-rest02,3453,user_0016,subject_002609,t1_in_task-rest02,False
-LZ_olBW97upqKFaM4sc,0,subject_000402_t1_in_task-rest04,4254,user_0016,subject_000402,t1_in_task-rest04,False
-LZ_omD-fglWc93y8j3r,0,subject_000207_t1_in_task-SST01,4076,user_0016,subject_000207,t1_in_task-SST01,False
-LZ_onLpuiPnMSNInPeB,0,subject_002548_t1_in_task-SST01,4545,user_0016,subject_002548,t1_in_task-SST01,False
-LZ_oovRUkr5w7AgVqfY,1,subject_001703_task-SST02_in_t1,6301,user_0016,subject_001703,task-SST02_in_t1,False
-LZ_oq6YMVDpE0VLJRPz,1,gold_subject_000886_tfMRI_SST1_in_t1_copy1,4742,user_0016,subject_000886,tfMRI_SST1_in_t1,True
-LZ_or5YynU0A_REb9na,0,gold_subject_001376_t1_in_tfMRI_SST1_copy4,3916,user_0016,subject_001376,t1_in_tfMRI_SST1,True
-LZ_osgqzj1wThLgw-rP,0,subject_001883_t1_in_task-rest02,6433,user_0016,subject_001883,t1_in_task-rest02,False
-LZ_otrbypd1K6Hf7u-6,0,subject_000439_t1_in_task-rest03,4661,user_0016,subject_000439,t1_in_task-rest03,False
-LZ_ovw5FYVkx-QrKxae,0,subject_001065_t1_in_task-nback02,8350,user_0016,subject_001065,t1_in_task-nback02,False
-LZ_oxBiEyBFw4MWbcLB,1,gold_subject_001592_tfMRI_nBack2_in_t1_copy3,5040,user_0016,subject_001592,tfMRI_nBack2_in_t1,True
-LZ_oyDcTjPvhJZlIH6I,0,subject_003581_t1_in_task-nback01,4104,user_0016,subject_003581,t1_in_task-nback01,False
-LZ_ozF8XSdsXKeWUi_2,1,subject_000647_task-SST01_in_t1,4080,user_0016,subject_000647,task-SST01_in_t1,False
-LZ_p-HzBFa4qXaGuSiz,1,subject_002438_task-MID01_in_t1,4150,user_0016,subject_002438,task-MID01_in_t1,False
-LZ_p0PhBsp_eZsfRoRt,1,subject_002775_task-nback01_in_t1,4458,user_0016,subject_002775,task-nback01_in_t1,False
-LZ_p1LWpLDL2udekHxe,0,subject_002066_t1_in_task-MID02,3709,user_0016,subject_002066,t1_in_task-MID02,False
-LZ_p2R242qUZb7FQATz,1,subject_003082_task-MID01_in_t1,4337,user_0016,subject_003082,task-MID01_in_t1,False
-LZ_s7nsCLd0ruxvXL8u,1,subject_001433_task-rest01_in_t1,4340,user_0011,subject_001433,task-rest01_in_t1,False
-LZ_s8hPPf1ojc8DZS6B,1,gold_subject_001559_t1_in_rfMRI_REST1_copy3,3561,user_0011,subject_001559,t1_in_rfMRI_REST1,True
-LZ_s9QC441q3yzAZK2J,0,gold_subject_000071_rfMRI_REST2_in_t1_copy4,2837,user_0011,subject_000071,rfMRI_REST2_in_t1,True
-LZaCfJizW8qCS693buB,1,gold_subject_000664_t1_in_rfMRI_REST1_copy1,4720,user_0061,subject_000664,t1_in_rfMRI_REST1,True
-LZaCfxpH95Y__ZF0BUW,1,subject_002066_t1_in_task-rest01,2610,user_0061,subject_002066,t1_in_task-rest01,False
-LZazv0AGIV-aFg1XOo7,0,subject_003204_t1_in_task-MID01,19625885,user_0016,subject_003204,t1_in_task-MID01,False
-LZazw6X10YaR81Rs7_y,0,gold_subject_000100_t1_in_rfMRI_REST4_copy2,4230,user_0016,subject_000100,t1_in_rfMRI_REST4,True
-LZazx4Q7Tz3lB1F1lu9,0,subject_000932_t1_in_task-rest04,3847,user_0016,subject_000932,t1_in_task-rest04,False
-LZb-0DMCq-k51h6hVJd,0,subject_001452_t1_in_task-nback01,16768,user_0016,subject_001452,t1_in_task-nback01,False
-LZb-1ETTqaE7ISx7eyx,0,subject_002438_t1_in_task-nback02,4046,user_0016,subject_002438,t1_in_task-nback02,False
-LZb-2Q7IXwYJcHk-RJW,0,subject_003290_t1_in_task-rest02,4718,user_0016,subject_003290,t1_in_task-rest02,False
-LZb-3NDMsod18x242EN,0,subject_000741_t1_in_task-MID02,3778,user_0016,subject_000741,t1_in_task-MID02,False
-LZb-5c1N5aDwOw8F-7N,0,subject_000575_t1_in_task-rest03,9089,user_0016,subject_000575,t1_in_task-rest03,False
-LZb-8-HMLkqq1YCezWk,0,gold_subject_000382_t1_in_tfMRI_MID1_copy3,9633,user_0016,subject_000382,t1_in_tfMRI_MID1,True
-LZb-8xRISQZ8TlL0fDA,0,gold_subject_002351_t1_in_tfMRI_MID1_copy3,3798,user_0016,subject_002351,t1_in_tfMRI_MID1,True
-LZb-BXDEq7XWkQktllo,1,gold_subject_000435_rfMRI_REST4_in_t1_copy3,10430,user_0016,subject_000435,rfMRI_REST4_in_t1,True
-LZb-D5W8w_nGugMRAqD,0,gold_subject_002957_t1_in_tfMRI_nBack2_copy1,6294,user_0016,subject_002957,t1_in_tfMRI_nBack2,True
-LZb-EU9yYQI489zt_ak,1,subject_000620_task-rest04_in_t1,5557,user_0016,subject_000620,task-rest04_in_t1,False
-LZb-FvmIveEY9i0JREx,1,subject_003008_task-rest02_in_t1,5811,user_0016,subject_003008,task-rest02_in_t1,False
-LZb-H-emX0vPc7rw83x,1,subject_003042_task-nback02_in_t1,4286,user_0016,subject_003042,task-nback02_in_t1,False
-LZb-Iazb79miwIL9O8G,0,gold_subject_000740_t1_in_rfMRI_REST1_copy2,6433,user_0016,subject_000740,t1_in_rfMRI_REST1,True
-LZb-JbeWD0iF38t8f5J,0,gold_subject_000589_t1_in_rfMRI_REST1_copy4,4022,user_0016,subject_000589,t1_in_rfMRI_REST1,True
-LZb-MdM_TnzMOpPNTGt,0,subject_000438_t1_in_task-rest03,12282,user_0016,subject_000438,t1_in_task-rest03,False
-LZb-NsNegtfz6Uaks0x,1,gold_subject_000859_rfMRI_REST1_in_t1_copy1,4936,user_0016,subject_000859,rfMRI_REST1_in_t1,True
-LZb-PX6cSVEEob611w3,1,gold_subject_000917_rfMRI_REST2_in_t1_copy1,6655,user_0016,subject_000917,rfMRI_REST2_in_t1,True
-LZb-Wv3Y3QdmSEJhSD_,1,subject_000613_t1_in_task-rest01,30158,user_0016,subject_000613,t1_in_task-rest01,False
-LZb-YChe8poh7DQBUSh,0,subject_002300_t1_in_task-rest03,5165,user_0016,subject_002300,t1_in_task-rest03,False
-LZb-_0D0EblDInrWVFB,0,gold_subject_000716_t1_in_tfMRI_SST2_copy3,7278,user_0016,subject_000716,t1_in_tfMRI_SST2,True
-LZb-d3MaC66XTjHvN4_,0,gold_subject_000859_rfMRI_REST4_in_t1_copy3,16459,user_0016,subject_000859,rfMRI_REST4_in_t1,True
-LZb-eE2R4mc3Fv94V1K,0,gold_subject_000326_t1_in_tfMRI_MID1_copy3,4649,user_0016,subject_000326,t1_in_tfMRI_MID1,True
-LZb-qkaYrDQCLMGSSxm,0,subject_001080_t1_in_task-rest04,51186,user_0016,subject_001080,t1_in_task-rest04,False
-LZb-rS7w1e_X9r0m_1W,1,subject_000273_task-nback01_in_t1,2708,user_0016,subject_000273,task-nback01_in_t1,False
-LZb-sjNGOkI8qobK82B,0,subject_003444_t1_in_task-rest05,5098,user_0016,subject_003444,t1_in_task-rest05,False
-LZb-uVTpamwZNE7f4Bs,1,gold_subject_000448_tfMRI_MID2_in_t1_copy1,7117,user_0016,subject_000448,tfMRI_MID2_in_t1,True
-LZb-xUyq3MbI_Ms0iyt,0,gold_subject_000109_t1_in_tfMRI_SST2_copy1,12143,user_0016,subject_000109,t1_in_tfMRI_SST2,True
-LZb00_P66VOera85s7f,0,subject_000082_t1_in_task-rest03,16602,user_0016,subject_000082,t1_in_task-rest03,False
-LZb01jOtxpF0v5ta-6N,0,subject_002021_t1_in_task-rest03,4622,user_0016,subject_002021,t1_in_task-rest03,False
-LZb03Ahrd56X43U1gaa,1,gold_subject_000099_tfMRI_MID2_in_t1_copy4,5780,user_0016,subject_000099,tfMRI_MID2_in_t1,True
-LZb0503WfP1UrmlKK6n,1,gold_subject_002319_rfMRI_REST1_in_t1_copy2,7394,user_0016,subject_002319,rfMRI_REST1_in_t1,True
-LZb06AXThYWFJBMpwP-,0,subject_003144_t1_in_task-SST02,4644,user_0016,subject_003144,t1_in_task-SST02,False
-LZb07KPrxo3FSpuaVUK,1,subject_001955_task-nback01_in_t1,4606,user_0016,subject_001955,task-nback01_in_t1,False
-LZb08K5M2XS4ZzqPGBp,0,subject_000033_t1_in_task-MID01,3950,user_0016,subject_000033,t1_in_task-MID01,False
-LZb09ebPztwDXjYps-U,0,gold_subject_001585_t1_in_tfMRI_MID1_copy4,5359,user_0016,subject_001585,t1_in_tfMRI_MID1,True
-LZb0CJszRE1L7MMdiTc,1,subject_001518_task-MID02_in_t1,10784,user_0016,subject_001518,task-MID02_in_t1,False
-LZb0DvbJHroDuTvv9SW,1,subject_002703_task-rest02_in_t1,6461,user_0016,subject_002703,task-rest02_in_t1,False
-LZb0EzlaTl3sliHHtVE,1,subject_002895_task-rest03_in_t1,4250,user_0016,subject_002895,task-rest03_in_t1,False
-LZb0G-tWMyU2zOwRHQx,0,gold_subject_002471_t1_in_tfMRI_nBack1_copy2,4055,user_0016,subject_002471,t1_in_tfMRI_nBack1,True
-LZb0H5UoRciv1ZxdW8y,0,subject_001359_t1_in_task-nback02,4332,user_0016,subject_001359,t1_in_task-nback02,False
-LZb0IOM5E7CXxQPsAaC,1,subject_002180_task-nback01_in_t1,5182,user_0016,subject_002180,task-nback01_in_t1,False
-LZb0KFueyD5qqXcbj5-,1,gold_subject_000393_tfMRI_MID1_in_t1_copy4,7538,user_0016,subject_000393,tfMRI_MID1_in_t1,True
-LZb0LOS6ySlS14s2vog,1,subject_001365_t1_in_task-SST01,4529,user_0016,subject_001365,t1_in_task-SST01,False
-LZb0Nggo2cndG0M-_6G,0,subject_000678_t1_in_task-SST02,9306,user_0016,subject_000678,t1_in_task-SST02,False
-LZb0P2fTYv2dSWgJYw1,1,gold_subject_002807_tfMRI_SST2_in_t1_copy4,5456,user_0016,subject_002807,tfMRI_SST2_in_t1,True
-LZb0Q6loPH6-m4d-Svy,1,gold_subject_001049_t1_in_tfMRI_nBack2_copy3,4247,user_0016,subject_001049,t1_in_tfMRI_nBack2,True
-LZb0RY23QFnzvYQlR3N,1,subject_001161_task-MID02_in_t1,5731,user_0016,subject_001161,task-MID02_in_t1,False
-LZb0SWJi1eoFHAxvmye,0,gold_subject_000134_t1_in_tfMRI_nBack1_copy1,3870,user_0016,subject_000134,t1_in_tfMRI_nBack1,True
-LZb0Td-gVCYAGdOXnNX,1,gold_subject_000606_tfMRI_MID2_in_t1_copy3,4463,user_0016,subject_000606,tfMRI_MID2_in_t1,True
-LZb0UddyIqRdvSPyd1Q,1,subject_003636_task-nback01_in_t1,4021,user_0016,subject_003636,task-nback01_in_t1,False
-LZb0Vj1qhQ3f2kQ8haE,1,subject_002684_task-SST01_in_t1,4326,user_0016,subject_002684,task-SST01_in_t1,False
-LZb0Ws_h7AiBbsdKwe6,1,subject_001998_task-SST02_in_t1,4592,user_0016,subject_001998,task-SST02_in_t1,False
-LZb0YsDSsn9CkYabZY2,0,gold_subject_000886_t1_in_tfMRI_SST1_copy1,8047,user_0016,subject_000886,t1_in_tfMRI_SST1,True
-LZb0_B0Bmh8TXA6kasc,1,gold_subject_000796_tfMRI_SST1_in_t1_copy3,5249,user_0016,subject_000796,tfMRI_SST1_in_t1,True
-LZb0a7iiYDPecREO-nV,0,gold_subject_000550_t1_in_tfMRI_MID2_copy1,3772,user_0016,subject_000550,t1_in_tfMRI_MID2,True
-LZb0bFYYarBdigij_lR,1,subject_000835_task-rest02_in_t1,4485,user_0016,subject_000835,task-rest02_in_t1,False
